
id,content,stars,conversation_id,reviewer_id
82683,"Justo etiam nibh cum netus adipiscing.",5,232537,48056
82684,"Metus nulla amet proin scelerisque.",5,232538,48056
82685,"Ipsum lacus integer neque erat gravida in conubia.",2,232539,48056
82686,"Purus porta litora mollis mus.",5,232544,48052
82687,"Augue donec placerat at porta sed tortor.",5,232550,11974
82688,"Augue etiam facilisi fusce sollicitudin habitasse fusce.",5,232551,48046
82689,"Velit fusce a viverra dictum morbi pede sagittis sem.",5,232552,48045
82690,"Nulla justo cursus ipsum curabitur urna potenti at nisl.",2,232555,9726
82691,"Donec augue primis justo etiam bibendum diam.",5,232558,48040
82692,"Morbi vitae libero sociosqu vestibulum mollis fames suscipit quis.",5,232560,48039
82693,"Augue neque mauris lectus dapibus ornare nisi erat.",5,232561,48038
82694,"Massa curae a dictum habitasse feugiat per id justo in.",1,232562,48037
82695,"Class augue nascetur eu nulla dui inceptos netus elementum nascetur quis.",5,232564,48037
82696,"Proin fames pulvinar neque justo purus nullam diam.",1,232564,2559
82697,"Nulla felis posuere curabitur ad phasellus a sem vulputate.",3,232567,48034
82698,"Curae class aenean.",3,232570,48033
82699,"Vitae dolor tempus scelerisque proin malesuada.",5,232571,48032
82700,"Lacus lorem ornare netus eget morbi fames.",2,232574,48027
82701,"Justo porta faucibus duis potenti mi tincidunt.",4,232580,48023
82702,"Augue netus tempus et dictum.",2,232580,2665
82703,"Justo etiam nam ipsum consequat cum volutpat consequat.",5,232581,48022
82704,"Ipsum class tempus justo dis nibh.",5,232589,48020
82705,"Velit curae tristique odio.",5,232594,48019
82706,"Class augue blandit dolor eget.",5,232599,48017
82707,"Proin netus.",5,232602,48014
82708,"Risus vitae platea proin vivamus.",5,232604,48012
82709,"Donec dolor consequat.",5,232608,48008
82710,"Nulla donec sapien consectetuer porttitor aenean ornare hendrerit magna nulla laoreet egestas.",5,232612,48005
82711,"Lacus etiam tortor vitae integer aliquet congue.",5,232612,8264
82712,"Donec vitae quisque nec ad a enim.",5,232613,48004
82713,"Donec velit eni orci torquent nascetur ad erat enim mattis.",5,232616,48001
82714,"Porta fusce rhoncus dictum tempus purus mus ante ac sollicitudin.",5,232618,48000
82715,"Fames dolor platea pulvinar condimentum mus luctus.",5,232620,47999
82716,"Proin donec taciti.",4,232624,47998
82717,"Vitae purus tellus ut eleifend.",5,232625,47997
82718,"Metus massa blandit lacus.",1,232631,47994
82719,"Curae nulla suspendisse sagittis ultricies augue habitasse.",5,232638,47987
82720,"Fusce lorem non purus parturient accumsan vitae a elit augue.",5,232640,47984
82721,"Class etiam ullamcorper nam tempor nostra.",2,232645,47981
82722,"Etiam massa.",3,232646,47981
82723,"Dolor class a nunc massa.",5,232647,47980
82724,"Augue morbi.",1,232649,47979
82725,"Fames donec.",5,232651,47978
82726,"Porta nulla lectus erat cubilia eu convallis et sapien integer rhoncus.",5,232652,47978
82727,"Justo massa lectus ut id et duis dolor rutrum.",3,232653,47977
82728,"Etiam purus arcu egestas fusce purus lacinia leo.",5,232658,47972
82729,"Justo proin lobortis.",5,232660,47969
82730,"Felis lorem proin cras libero ultricies fusce.",5,232661,7154
82731,"Lacus porta iaculis aenean donec nunc facilisi lorem.",5,232666,47962
82732,"Etiam fusce inceptos amet.",5,232666,3516
82733,"Lorem felis vitae turpis donec purus.",5,232670,47960
82734,"Proin etiam.",5,232673,47958
82735,"Donec magna nam enim gravida duis ornare habitasse.",5,232675,47957
82736,"Porta nulla non taciti interdum condimentum suscipit porttitor ad.",5,232676,47957
82737,"Nulla netus habitant.",5,232678,47955
82738,"Justo dolor.",4,232684,47950
82739,"Metus ipsum nec nisl nisi egestas ve ligula risus.",5,232685,47949
82740,"Fames neque.",5,232687,47946
82741,"Felis risus.",3,232690,47945
82742,"Proin augue purus rhoncus.",5,232693,47941
82743,"Justo lorem scelerisque est dictum.",5,232695,47940
82744,"Metus netus duis.",5,232702,47935
82745,"Fames morbi.",5,232702,9471
82746,"Neque risus mollis pellentesque ridiculus magna dapibus aenean ut.",3,232703,47934
82747,"Magna risus.",5,232707,47933
82748,"Purus velit litora velit montes.",5,232708,47932
82749,"Porta velit lectus arcu.",5,232712,47929
82750,"Class ipsum pretium duis nam donec.",5,232714,47929
82751,"Nulla morbi.",5,232719,47927
82752,"Neque etiam litora nisi feugiat posuere maecenas.",5,232721,47924
82753,"Morbi dolor velit.",3,232722,47922
82754,"Magna ipsum proin.",1,232725,47921
82755,"Porta felis cum proin enim fringilla.",5,232731,47918
82756,"Fusce magna.",5,232734,47917
82757,"Risus netus purus est lacus convallis nisl conubia eu porta at sapien ve.",5,232737,47915
82758,"Lacus morbi nec porta vulputate quis nisi luctus mi non facilisis purus ve velit.",5,232739,47913
82759,"Augue magna.",3,232743,47910
82760,"Fames velit vel eros nascetur maecenas felis id consectetuer nonummy vehicula.",5,232744,5657
82761,"Ipsum class lectus eros in consectetuer quisque.",2,232747,47908
82762,"Proin donec netus quis a.",5,232748,47907
82763,"Nulla purus faucibus.",5,232756,47899
82764,"Nulla metus felis suscipit ridiculus curae massa arcu tortor enim duis imperdiet turpis sociosqu.",5,232759,47897
82765,"Lacus justo eni curae dui malesuada inceptos.",5,232760,47897
82766,"Metus magna a quisque rutrum.",5,232766,47891
82767,"Augue fusce rutrum etiam parturient duis platea dis nullam conubia sapien orci sem a.",5,232768,47889
82768,"Massa augue semper elementum at vulputate quis viverra.",5,232769,47889
82769,"Magna morbi.",5,232772,47886
82770,"Curae fames lacus fusce hac orci fringilla sem posuere.",5,232776,47882
82771,"Donec felis augue auctor ve nisi.",4,232777,47881
82772,"Massa nulla nec amet eget placerat sollicitudin aptent tempor vel.",5,232778,12187
82773,"Metus justo semper ante nonummy at cum elit imperdiet bibendum lectus.",5,232781,47880
82774,"Purus curae lorem ullamcorper pharetra feugiat pellentesque natoque enim cras urna id sit dignissim.",5,232784,47879
82775,"Etiam class.",5,232786,47877
82776,"Velit neque ipsum purus integer montes penatibus leo lacinia urna a ante velit porttitor potenti sollicitudin.",5,232787,47877
82777,"Velit neque aenean eros ut cum.",5,232791,47874
82778,"Etiam fames ligula libero lacus etiam sodales.",5,232796,47869
82779,"Netus class nisl et massa.",5,232797,47869
82780,"Vitae etiam a aliquam mauris turpis euismod duis habitant nam.",4,232798,47869
82781,"Risus purus cum netus fusce leo orci fusce ut a arcu id nunc eleifend.",5,232799,47868
82782,"Lacus donec cursus rutrum.",5,232800,47867
82783,"Fusce metus semper vestibulum vitae dapibus bibendum sapien arcu.",5,232802,47865
82784,"Curae felis porta tempor nec.",5,232806,47863
82785,"Fames class scelerisque et luctus.",2,232817,47855
82786,"Dolor netus ultrices ac tempus sed ve varius id mollis dui arcu sit a magnis orci quisque.",1,232818,47854
82787,"Fames dolor diam lectus commodo gravida luctus.",5,232819,47853
82788,"Augue morbi pretium rutrum.",5,232819,12460
82789,"Metus vitae etiam non nisl enim molestie.",5,232823,47851
82790,"Lorem porta nam cras non.",5,232824,47851
82791,"Purus risus nunc a purus at sapien sollicitudin potenti massa eros eni etiam.",1,232826,47847
82792,"Fames fusce urna.",2,232827,47847
82793,"Nulla dolor.",5,232828,47847
82794,"Porta velit nulla suspendisse cras hendrerit ac condimentum et montes elementum neque.",5,232833,9789
82795,"Fames porta duis feugiat dapibus luctus donec laoreet id.",5,232836,47844
82796,"Curae morbi.",5,232843,47839
82797,"Purus etiam.",5,232850,47834
82798,"Curae augue sociosqu parturient primis felis iaculis primis.",3,232853,47833
82799,"Porta ipsum enim ultricies cursus justo cras ve mus.",5,232855,47831
82800,"Neque ipsum ornare eleifend cubilia nascetur libero parturient ipsum nunc feugiat lacinia.",5,232867,47822
82801,"Purus netus interdum nec posuere porta eros viverra ad.",5,232868,47822
82802,"Augue ipsum velit enim arcu dignissim eleifend proin curae integer.",5,232869,47821
82803,"Neque etiam pharetra imperdiet in.",1,232871,47821
82804,"Porta magna dui eros sed consequat aenean magna.",5,232875,47819
82805,"Class justo.",5,232878,47815
82806,"Porta morbi per elit pede.",2,232881,47812
82807,"Proin fames.",5,232881,5646
82808,"Massa fames.",5,232888,47806
82809,"Lacus purus scelerisque eu aptent posuere elit.",1,232889,47806
82810,"Justo neque vel pede vestibulum in pede placerat sollicitudin tortor class.",5,232891,47806
82811,"Purus nulla commodo congue justo laoreet cras inceptos risus id mattis egestas nonummy magnis.",5,232894,47805
82812,"Purus fames mollis metus suspendisse praesent vulputate eu donec taciti cum.",4,232894,11415
82813,"Fames nulla pede habitasse ac amet erat urna porttitor dictumst facilisi rhoncus sollicitudin.",5,232895,47804
82814,"Fames dolor augue quam commodo ac duis odio purus et.",5,232910,47794
82815,"Magna curae.",5,232913,47793
82816,"Velit proin cras fames posuere vehicula platea vitae aliquet.",4,232915,47793
82817,"Massa velit ligula imperdiet luctus.",5,232917,47791
82818,"Fusce neque leo vestibulum purus feugiat nunc.",2,232918,47790
82819,"Curae fusce tempor tortor dapibus non lectus turpis elit nisl ridiculus semper inceptos.",5,232920,47789
82820,"Etiam vitae eni duis facilisis.",5,232926,47785
82821,"Purus dolor scelerisque.",5,232928,47784
82822,"Porta justo.",5,232929,47784
82823,"Morbi velit.",5,232931,47782
82824,"Netus massa enim mi erat enim.",1,232931,47
82825,"Morbi dolor.",1,232932,47782
82826,"Purus risus nisl nisi.",5,232932,34
82827,"Etiam proin urna felis volutpat leo eget.",5,232934,47782
82828,"Fusce magna dis quam a cras.",3,232935,4160
82829,"Lorem porta orci scelerisque vivamus.",2,232936,47782
82830,"Dolor magna interdum est quam ad nisl suscipit a.",5,232937,47781
82831,"Velit morbi purus ligula ac etiam dui tempor.",1,232942,47774
82832,"Etiam nulla curae nibh a urna vestibulum ut.",5,232943,47774
82833,"Lorem class orci mus facilisis aenean pharetra.",4,232946,47771
82834,"Porta metus congue in accumsan nibh.",5,232948,47770
82835,"Lacus fames per elit faucibus risus.",5,232958,47760
82836,"Dolor nulla nascetur pede auctor porttitor netus ad fermentum a fringilla donec consequat posuere risus.",5,232966,47755
82837,"Velit lacus a mauris.",5,232967,47755
82838,"Ipsum vitae mattis suspendisse class rutrum posuere dignissim at platea rhoncus feugiat lectus.",2,232968,47755
82839,"Fusce risus curae taciti cubilia quam suscipit leo amet.",5,232968,6390
82840,"Justo metus mus parturient nullam non.",5,232971,47754
82841,"Neque magna pede conubia.",5,232983,47751
82842,"Purus fusce lorem nisi nibh odio conubia sociis sed ut semper.",1,232984,47750
82843,"Dolor curae blandit duis ve elit placerat blandit cubilia taciti.",1,232984,5844
82844,"Lorem proin elit tincidunt varius proin penatibus amet rutrum tristique lobortis aptent.",5,232989,47749
82845,"Dolor proin inceptos tristique quis est consectetuer aptent ac ligula interdum per iaculis quis augue facilisi.",5,232990,47748
82846,"Dolor ipsum enim erat dolor.",3,232994,47746
82847,"Metus porta neque arcu est.",5,232995,47746
82848,"Risus dolor cras.",5,233002,47743
82849,"Netus dolor mauris consectetuer laoreet odio molestie.",4,233004,47742
82850,"Augue porta.",5,233009,47740
82851,"Fusce ipsum.",5,233010,47740
82852,"Metus risus sociosqu odio.",4,233010,6452
82853,"Metus nulla quisque natoque eget mattis tortor lacus ultrices etiam aliquam montes.",4,233012,47739
82854,"Velit justo nullam ac fames aptent erat aliquet nisl.",5,233012,675
82855,"Neque class dictum porta pharetra nam aliquam torquent id lacus taciti blandit.",5,233013,47738
82856,"Metus curae quisque justo ac fusce per orci cubilia augue.",5,233013,7825
82857,"Lorem magna varius ad nibh.",5,233018,47737
82858,"Donec nulla a aliquet et.",5,233021,47736
82859,"Purus magna.",5,233024,47734
82860,"Donec magna montes nostra sodales.",5,233025,47733
82861,"Felis etiam.",5,233026,47729
82862,"Nulla class a odio vestibulum nec vestibulum.",5,233027,47729
82863,"Lorem velit inceptos id lorem curae sem placerat tristique et penatibus lorem aptent.",4,233027,8131
82864,"Nulla augue dui adipiscing tellus magna.",5,233030,341
82865,"Lorem risus duis hymenaeos primis.",5,233031,47726
82866,"Morbi dolor aenean iaculis quisque quis nisl pede venenatis mattis.",5,233035,47724
82867,"Risus nulla varius lorem hendrerit tempus a laoreet mollis justo.",5,233036,47723
82868,"Curae justo tempus senectus ad lorem.",5,233039,47722
82869,"Massa felis montes semper sagittis quisque laoreet mauris dui.",5,233045,47721
82870,"Metus class mus lacus cras aliquam augue cum.",4,233047,47720
82871,"Velit fames.",1,233047,4340
82872,"Porta vitae cubilia morbi purus taciti proin aliquet ut habitant potenti egestas faucibus.",5,233048,47719
82873,"Ipsum curae tortor.",1,233057,7915
82874,"Felis augue eleifend nulla torquent enim viverra.",5,233061,47717
82875,"Donec lacus laoreet accumsan.",2,233061,6554
82876,"Ipsum massa mus eni fermentum.",2,233063,47714
82877,"Fusce porta scelerisque ante taciti potenti non semper ve dictumst est nulla.",5,233065,4904
82878,"Proin risus bibendum quam tincidunt vulputate elit vel.",1,233066,47710
82879,"Dolor ipsum diam volutpat molestie id quis mi vulputate quisque.",1,233070,47709
82880,"Felis fusce tortor at sociosqu quis facilisis pellentesque.",5,233071,47707
82881,"Fames lorem facilisi vestibulum rhoncus nam suscipit lacus felis pulvinar.",5,233074,47704
82882,"Dolor ipsum metus magnis adipiscing consectetuer potenti risus urna pretium.",2,233075,5950
82883,"Porta augue orci morbi rutrum integer ve ac sit pede varius hendrerit fringilla vestibulum cubilia.",3,233078,47702
82884,"Class proin.",5,233079,47700
82885,"Justo velit condimentum maecenas nisl magnis blandit lacinia libero sed adipiscing velit nibh eni.",5,233089,47695
82886,"Augue ipsum lacus mauris parturient.",4,233091,47693
82887,"Ipsum felis a nonummy nullam nunc.",5,233091,3973
82888,"Lacus lorem.",2,233092,9818
82889,"Massa lorem pharetra est nisl per tempor a molestie eros odio nullam tempor inceptos.",5,233093,47693
82890,"Proin vitae vel pede dui lacus.",5,233096,47690
82891,"Nulla velit tempus lectus netus euismod cursus et.",1,233098,47689
82892,"Justo nulla massa nisi.",5,233098,11628
82893,"Purus metus risus pharetra velit.",5,233102,47686
82894,"Risus morbi dignissim adipiscing nisi.",5,233110,47679
82895,"Fames class aliquet mollis.",5,233113,47677
82896,"Ipsum nulla augue vitae felis purus natoque dictum eros quam sociosqu.",5,233116,47674
82897,"Porta augue.",5,233121,47671
82898,"Ipsum curae potenti netus urna nonummy ac ad ante habitant sem at platea dictumst ante cum.",5,233126,47668
82899,"Risus fames pharetra ante hymenaeos curabitur donec.",5,233127,47668
82900,"Vitae netus pulvinar vel eros odio.",5,233133,47664
82901,"Justo augue euismod.",5,233135,47663
82902,"Lacus morbi tortor urna per.",5,233140,12358
82903,"Magna augue arcu ad dui porttitor nulla tortor.",5,233141,47661
82904,"Lacus curae sociis feugiat euismod consequat.",5,233143,47659
82905,"Risus porta gravida maecenas eu semper viverra rhoncus tempus fames.",5,233147,47656
82906,"Porta dolor.",5,233149,47655
82907,"Justo risus.",5,233156,47651
82908,"Purus class dui pede duis augue suspendisse sed elit nunc luctus eni ante risus duis.",5,233158,47649
82909,"Neque etiam lectus libero.",1,233158,6056
82910,"Vitae felis ligula orci cubilia hymenaeos.",5,233164,47641
82911,"Morbi magna turpis rhoncus curabitur.",5,233165,47640
82912,"Neque netus tempus curae semper cras pede leo metus cursus ad.",5,233166,47638
82913,"Justo class vel posuere id ve.",5,233172,47634
82914,"Donec lorem aptent commodo natoque elementum mattis parturient pellentesque iaculis.",3,233176,47631
82915,"Felis porta.",2,233176,7795
82916,"Etiam metus purus sit felis dis adipiscing turpis arcu at.",5,233177,47630
82917,"Donec proin dolor aptent rutrum interdum scelerisque maecenas proin hac netus dolor dui enim sociis ve est.",2,233184,47628
82918,"Velit augue.",5,233187,47628
82919,"Metus fames arcu a ante velit fringilla vulputate adipiscing iaculis cras.",2,233189,8132
82920,"Porta ipsum molestie justo dolor a conubia in mollis placerat diam.",5,233194,47625
82921,"Felis justo.",5,233198,47624
82922,"Porta fusce orci natoque a condimentum per aenean interdum porttitor ut scelerisque.",5,233199,47624
82923,"Justo augue dictumst lorem a ornare justo.",5,233201,47621
