
id,service_type,cancellation_policy,can_provide_oral_medication,can_provide_injected_medication,senior_dog_experience,special_needs_experience,takes_small_dogs,takes_medium_dogs,takes_large_dogs,takes_puppies,max_dogs,provider_id,fee,price,added
82325,dog-walking,flexible,1,0,1,1,1,1,0,0,3,3015,0.2,23,"2016-09-13 11:40:37.007128"
82326,day-care,moderate,1,0,1,1,1,0,1,1,2,3015,0.2,25,"2016-09-13 11:40:37.007128"
82327,dog-walking,strict,0,0,1,0,1,0,1,0,2,3016,0.2,25,"2016-12-31 05:13:18.959187"
82328,day-care,moderate,1,0,1,0,1,1,1,0,4,3016,0.2,26,"2016-12-31 05:13:18.959187"
82329,boarding,strict,1,1,1,0,1,1,0,1,3,3017,0.2,34,"2017-05-10 07:24:22.364050"
82330,boarding,moderate,1,0,1,1,1,1,1,1,2,3018,0.2,31,"2017-05-16 10:01:18.733118"
82331,dog-walking,strict,1,1,1,1,1,1,1,1,6,3018,0.2,23,"2017-05-16 10:01:18.733118"
82332,day-care,flexible,1,0,1,0,1,1,1,1,2,3018,0.2,30,"2017-05-16 10:01:18.733118"
82333,boarding,flexible,1,0,1,0,1,1,1,0,7,3019,0.2,39,"2016-09-25 00:05:47.844167"
82334,day-care,strict,1,0,1,0,1,1,1,1,4,3019,0.2,23,"2016-09-25 00:05:47.844167"
82335,dog-walking,moderate,1,1,0,1,1,1,1,1,5,3020,0.15,20,"2016-04-25 22:52:35.261684"
82336,dog-walking,flexible,1,0,1,0,1,0,0,1,3,3021,0.2,17,"2016-04-30 03:56:57.015498"
82337,boarding,strict,1,1,1,0,1,1,1,1,1,3022,0.15,40,"2015-09-07 18:29:24.110974"
82338,dog-walking,strict,1,0,1,0,1,1,0,1,5,3023,0.2,18,"2017-03-29 14:29:43.449079"
82339,day-care,flexible,0,0,1,0,1,0,0,1,3,3023,0.2,26,"2017-03-29 14:29:43.449079"
82340,boarding,moderate,1,0,1,0,1,1,0,1,3,3024,0.2,38,"2017-04-25 03:21:09.702340"
82341,dog-walking,strict,1,0,1,0,1,1,0,1,3,3024,0.2,21,"2017-04-25 03:21:09.702340"
82342,boarding,moderate,1,0,1,0,1,1,0,0,1,3025,0.2,35,"2017-06-08 06:55:47.470677"
82343,dog-walking,flexible,1,0,1,0,1,1,0,1,2,3025,0.2,23,"2017-06-08 06:55:47.470677"
82344,day-care,strict,1,0,1,0,1,1,0,1,3,3025,0.2,25,"2017-06-08 06:55:47.470677"
82345,boarding,moderate,0,0,1,0,1,1,0,1,4,3026,0.2,33,"2017-04-23 16:11:24.379869"
82346,day-care,moderate,1,0,1,0,1,1,0,1,3,3026,0.2,26,"2017-04-23 16:11:24.379869"
82347,day-care,strict,1,1,1,0,1,1,0,1,3,3027,0.2,26,"2016-06-28 00:17:59.443964"
82348,boarding,strict,1,0,0,1,1,1,0,0,4,3028,0.2,39,"2017-06-01 18:49:01.909833"
82349,day-care,strict,1,0,0,1,1,1,1,1,6,3028,0.2,26,"2017-06-01 18:49:01.909833"
82350,dog-walking,flexible,1,0,1,0,0,1,1,0,1,3029,0.2,27,"2017-07-02 22:04:14.286731"
82351,day-care,flexible,1,0,1,0,1,1,0,1,6,3029,0.2,28,"2017-07-02 22:04:14.286731"
82352,dog-walking,strict,1,1,1,0,1,0,1,1,3,3030,0.2,19,"2017-04-07 12:02:17.983358"
82353,day-care,strict,1,0,0,0,1,1,0,1,5,3030,0.2,24,"2017-04-07 12:02:17.983358"
82354,boarding,flexible,1,0,1,0,1,0,0,1,3,3031,0.2,27,"2016-10-24 09:47:30.862656"
82355,dog-walking,moderate,1,1,1,0,1,0,1,1,7,3031,0.2,23,"2016-10-24 09:47:30.862656"
82356,day-care,moderate,1,0,1,0,1,1,1,0,3,3031,0.2,26,"2016-10-24 09:47:30.862656"
82357,dog-walking,strict,1,0,1,0,1,0,1,1,4,3032,0.2,22,"2016-08-19 19:27:29.495726"
82358,day-care,flexible,1,0,1,0,1,1,0,1,3,3032,0.2,25,"2016-08-19 19:27:29.495726"
82359,boarding,strict,1,0,1,1,1,0,1,1,3,3033,0.2,34,"2016-09-05 13:31:01.459130"
82360,day-care,strict,1,0,1,1,1,1,1,1,6,3033,0.2,28,"2016-09-05 13:31:01.459130"
82361,boarding,flexible,1,0,1,0,1,1,1,1,3,3034,0.2,28,"2016-07-13 04:28:27.430777"
82362,day-care,strict,1,1,1,0,1,1,0,1,6,3034,0.2,25,"2016-07-13 04:28:27.430777"
82363,dog-walking,flexible,1,0,1,0,1,1,0,0,2,3035,0.2,24,"2016-10-26 18:03:48.890544"
82364,boarding,strict,1,0,1,1,1,1,0,1,1,3036,0.2,31,"2016-11-01 22:42:48.544273"
82365,dog-walking,strict,1,0,1,0,1,0,1,1,4,3036,0.2,26,"2016-11-01 22:42:48.544273"
82366,boarding,flexible,1,0,1,0,0,1,0,0,4,3037,0.2,31,"2017-03-22 01:17:02.198983"
82367,dog-walking,strict,1,1,1,0,1,1,0,1,2,3037,0.2,22,"2017-03-22 01:17:02.198983"
82368,boarding,moderate,1,1,1,1,1,1,1,1,7,3038,0.2,37,"2016-11-27 22:04:11.323127"
82369,dog-walking,moderate,1,1,1,0,1,1,1,1,6,3038,0.2,20,"2016-11-27 22:04:11.323127"
82370,day-care,strict,1,0,0,1,1,1,1,1,1,3038,0.2,31,"2016-11-27 22:04:11.323127"
82371,boarding,strict,1,0,1,0,1,1,1,1,6,3039,0.2,34,"2016-10-21 13:40:53.594891"
82372,dog-walking,strict,1,0,1,0,1,0,1,1,1,3039,0.2,23,"2016-10-21 13:40:53.594891"
82373,day-care,flexible,1,0,1,0,1,1,1,0,2,3039,0.2,27,"2016-10-21 13:40:53.594891"
82374,boarding,flexible,1,1,1,0,1,1,1,1,9,3040,0.2,38,"2016-08-11 20:22:47.725431"
82375,dog-walking,moderate,1,0,1,1,1,1,1,1,6,3041,0.15,21,"2016-03-02 15:25:23.348080"
82376,day-care,strict,1,1,1,0,1,1,1,1,5,3042,0.15,28,"2015-09-14 17:49:48.312494"
82377,day-care,strict,1,0,1,1,1,1,0,1,2,3043,0.2,30,"2017-06-04 11:26:15.057877"
82378,boarding,strict,1,0,1,0,1,1,0,1,6,3044,0.2,35,"2016-08-29 21:28:54.658223"
82379,day-care,strict,1,0,1,0,1,1,0,0,7,3045,0.2,20,"2016-06-22 16:23:45.549039"
82380,dog-walking,flexible,1,0,1,0,1,1,0,0,3,3046,0.2,27,"2017-03-04 13:49:20.006615"
82381,day-care,moderate,1,1,1,0,1,1,0,1,3,3046,0.2,26,"2017-03-04 13:49:20.006615"
82382,dog-walking,moderate,1,1,1,1,1,1,1,1,3,3047,0.15,19,"2016-03-28 04:39:12.961740"
82383,boarding,flexible,1,1,1,0,1,1,0,0,4,3048,0.2,29,"2016-10-20 09:50:25.613286"
82384,dog-walking,flexible,1,0,1,0,1,1,0,1,3,3048,0.2,24,"2016-10-20 09:50:25.613286"
82385,boarding,strict,1,0,1,0,1,0,0,0,3,3049,0.2,32,"2016-10-01 01:05:24.737984"
82386,dog-walking,moderate,1,0,1,0,1,0,1,1,4,3049,0.2,23,"2016-10-01 01:05:24.737984"
82387,day-care,strict,1,0,1,0,1,1,1,1,1,3049,0.2,23,"2016-10-01 01:05:24.737984"
82388,dog-walking,flexible,1,0,1,1,1,1,0,1,3,3050,0.2,26,"2017-02-28 19:07:25.368252"
82389,day-care,moderate,0,0,1,0,1,1,0,1,2,3050,0.2,22,"2017-02-28 19:07:25.368252"
82390,boarding,flexible,1,1,1,1,1,0,1,1,3,3051,0.2,40,"2017-05-31 13:18:22.204344"
82391,dog-walking,moderate,1,0,1,0,0,1,1,1,4,3051,0.2,21,"2017-05-31 13:18:22.204344"
82392,day-care,flexible,1,0,1,0,1,1,1,1,6,3051,0.2,29,"2017-05-31 13:18:22.204344"
82393,boarding,flexible,1,0,1,1,1,0,0,1,2,3052,0.2,31,"2016-12-27 05:34:08.469714"
82394,dog-walking,strict,1,0,1,1,1,1,0,0,8,3052,0.2,27,"2016-12-27 05:34:08.469714"
82395,day-care,flexible,1,0,0,0,1,1,0,0,3,3052,0.2,26,"2016-12-27 05:34:08.469714"
82396,day-care,strict,1,0,1,1,1,1,1,1,4,3053,0.2,27,"2016-07-14 06:21:46.139672"
82397,boarding,moderate,1,0,1,0,1,1,1,1,2,3054,0.2,39,"2016-06-28 11:45:02.717660"
82398,dog-walking,moderate,1,0,1,1,0,0,0,1,5,3054,0.2,19,"2016-06-28 11:45:02.717660"
82399,day-care,moderate,1,0,1,0,0,1,0,1,5,3054,0.2,24,"2016-06-28 11:45:02.717660"
82400,boarding,flexible,0,0,1,1,1,1,1,1,7,3055,0.2,32,"2017-06-14 20:25:10.575034"
82401,dog-walking,moderate,1,0,1,0,1,1,1,0,3,3055,0.2,22,"2017-06-14 20:25:10.575034"
82402,dog-walking,strict,1,0,1,0,1,1,0,1,1,3056,0.2,17,"2017-01-31 18:34:53.217065"
82403,day-care,flexible,1,0,1,1,1,1,0,0,2,3056,0.2,25,"2017-01-31 18:34:53.217065"
82404,boarding,moderate,1,0,1,0,0,0,1,0,6,3057,0.2,38,"2017-04-04 16:33:47.372567"
82405,boarding,strict,1,0,1,0,1,0,0,0,6,3058,0.2,32,"2016-08-04 10:26:31.480036"
82406,day-care,flexible,1,0,1,0,1,1,0,1,2,3058,0.2,28,"2016-08-04 10:26:31.480036"
82407,dog-walking,flexible,1,1,0,0,1,1,1,1,4,3059,0.15,19,"2016-02-25 12:46:52.880894"
82408,day-care,moderate,1,1,1,0,1,1,0,0,6,3060,0.2,23,"2016-08-22 19:56:58.220072"
82409,day-care,strict,1,0,1,0,1,1,0,0,1,3061,0.2,21,"2016-06-19 11:16:30.360220"
82410,dog-walking,moderate,1,0,0,0,1,1,0,1,3,3062,0.2,25,"2017-03-08 03:24:28.253545"
82411,day-care,flexible,1,1,1,0,1,1,1,1,3,3062,0.2,27,"2017-03-08 03:24:28.253545"
82412,day-care,moderate,1,0,1,0,1,1,1,1,4,3063,0.15,30,"2015-12-30 16:22:34.424117"
82413,boarding,moderate,1,0,1,1,1,1,1,1,2,3064,0.2,28,"2016-12-18 10:04:20.097906"
82414,day-care,flexible,1,0,1,1,1,1,1,0,4,3064,0.2,28,"2016-12-18 10:04:20.097906"
82415,boarding,flexible,1,0,1,0,1,1,1,1,2,3065,0.15,33,"2016-04-17 04:41:30.405392"
82416,boarding,moderate,0,0,1,0,1,0,1,1,6,3066,0.2,27,"2016-08-06 16:45:07.044799"
82417,dog-walking,strict,1,0,0,0,1,1,1,1,4,3066,0.2,22,"2016-08-06 16:45:07.044799"
82418,day-care,strict,1,1,1,0,1,0,1,1,1,3066,0.2,27,"2016-08-06 16:45:07.044799"
82419,boarding,strict,1,0,1,0,1,1,1,0,2,3067,0.2,42,"2016-11-13 15:08:22.112937"
82420,dog-walking,strict,1,1,1,0,1,1,0,1,2,3067,0.2,17,"2016-11-13 15:08:22.112937"
82421,boarding,flexible,1,0,1,1,1,1,0,1,6,3068,0.2,29,"2016-09-25 11:25:45.389753"
82422,day-care,flexible,1,0,0,0,1,1,1,1,1,3069,0.2,23,"2016-09-08 14:51:23.283928"
82423,boarding,strict,1,0,1,0,1,1,1,0,2,3070,0.2,28,"2017-05-12 16:44:41.244509"
82424,dog-walking,flexible,1,1,1,0,1,1,1,1,3,3070,0.2,18,"2017-05-12 16:44:41.244509"
82425,day-care,flexible,1,0,1,0,1,0,0,1,4,3070,0.2,21,"2017-05-12 16:44:41.244509"
82426,day-care,strict,1,0,1,0,1,1,1,1,3,3071,0.15,31,"2016-04-25 18:03:04.302573"
82427,boarding,strict,1,0,1,0,1,1,1,1,4,3072,0.2,28,"2017-04-20 19:26:59.438548"
82428,dog-walking,strict,1,0,1,0,1,0,0,1,7,3072,0.2,18,"2017-04-20 19:26:59.438548"
82429,dog-walking,strict,1,0,1,0,1,0,0,1,2,3073,0.2,24,"2016-12-09 16:41:27.337111"
82430,day-care,moderate,1,0,1,0,1,1,0,1,3,3073,0.2,25,"2016-12-09 16:41:27.337111"
82431,boarding,flexible,1,0,1,0,1,1,1,1,3,3074,0.15,32,"2016-01-13 15:01:36.272073"
82432,dog-walking,moderate,1,0,1,0,1,1,0,1,6,3074,0.15,24,"2016-01-13 15:01:36.272073"
82433,day-care,moderate,1,0,1,0,1,1,0,0,2,3074,0.15,24,"2016-01-13 15:01:36.272073"
82434,dog-walking,flexible,1,0,1,0,1,1,0,0,1,3075,0.2,18,"2016-10-03 15:45:38.961799"
82435,boarding,flexible,1,0,1,0,1,0,0,1,4,3076,0.15,32,"2016-01-02 01:34:52.558230"
82436,day-care,moderate,1,0,0,0,1,1,1,0,2,3076,0.15,29,"2016-01-02 01:34:52.558230"
82437,dog-walking,strict,0,0,1,0,0,1,0,1,2,3077,0.15,22,"2016-04-05 23:31:46.055328"
82438,boarding,strict,1,1,1,1,1,1,0,0,4,3078,0.2,41,"2017-06-12 10:38:17.016358"
82439,boarding,strict,1,1,1,0,1,1,1,1,2,3079,0.15,35,"2015-12-14 14:59:22.382835"
82440,day-care,flexible,1,0,1,1,1,1,0,1,2,3079,0.15,31,"2015-12-14 14:59:22.382835"
82441,day-care,moderate,1,0,1,0,1,0,0,1,1,3080,0.2,27,"2017-05-20 06:57:15.404315"
82442,boarding,strict,1,1,1,0,1,1,1,0,6,3081,0.2,39,"2017-01-11 00:51:03.037237"
82443,day-care,flexible,1,0,1,0,1,1,0,1,3,3081,0.2,26,"2017-01-11 00:51:03.037237"
82444,dog-walking,moderate,0,0,1,1,1,0,0,1,5,3082,0.2,18,"2016-07-24 10:40:59.596303"
82445,day-care,moderate,1,1,0,1,1,1,0,1,4,3082,0.2,27,"2016-07-24 10:40:59.596303"
82446,boarding,strict,1,0,1,0,1,1,1,0,4,3083,0.2,41,"2016-08-06 01:16:53.345208"
82447,dog-walking,moderate,1,1,1,0,1,1,0,1,3,3083,0.2,19,"2016-08-06 01:16:53.345208"
82448,day-care,strict,1,0,1,0,1,1,0,1,6,3083,0.2,29,"2016-08-06 01:16:53.345208"
82449,boarding,flexible,1,0,1,0,1,1,0,1,3,3084,0.2,29,"2016-10-30 02:31:17.869499"
82450,day-care,strict,0,1,1,0,1,1,1,1,3,3085,0.2,33,"2016-12-27 09:45:21.106181"
82451,dog-walking,moderate,1,1,1,0,1,1,1,1,2,3086,0.2,26,"2017-02-02 08:07:03.008713"
82452,dog-walking,moderate,1,0,1,1,1,1,1,1,6,3087,0.2,21,"2017-06-28 15:51:46.634670"
82453,dog-walking,flexible,0,1,1,0,1,1,1,1,2,3088,0.2,22,"2016-10-28 14:21:09.238127"
82454,day-care,strict,1,0,1,0,1,1,0,0,3,3088,0.2,28,"2016-10-28 14:21:09.238127"
82455,dog-walking,moderate,1,0,0,0,1,1,0,0,6,3089,0.2,19,"2017-05-02 21:12:21.451256"
82456,day-care,strict,1,0,1,0,1,1,0,0,2,3089,0.2,27,"2017-05-02 21:12:21.451256"
82457,boarding,strict,1,0,0,0,1,1,0,1,3,3090,0.2,31,"2017-01-13 13:06:20.309048"
82458,day-care,strict,0,0,1,0,1,0,1,1,3,3090,0.2,27,"2017-01-13 13:06:20.309048"
82459,day-care,strict,1,0,1,0,1,1,1,1,5,3091,0.2,23,"2017-01-06 20:36:03.757412"
82460,boarding,strict,1,0,1,0,1,1,0,1,2,3092,0.2,30,"2017-05-12 15:21:50.644262"
82461,dog-walking,flexible,1,0,1,1,1,1,0,1,3,3092,0.2,23,"2017-05-12 15:21:50.644262"
82462,day-care,strict,1,0,1,1,1,1,1,0,5,3092,0.2,29,"2017-05-12 15:21:50.644262"
82463,dog-walking,flexible,1,0,1,0,0,1,1,1,2,3093,0.2,20,"2017-07-05 05:50:00.724840"
82464,day-care,moderate,1,1,1,0,1,0,0,0,5,3094,0.15,30,"2016-04-19 23:00:19.202101"
82465,boarding,moderate,1,0,1,1,1,0,1,1,2,3095,0.2,38,"2016-08-12 21:20:44.558037"
82466,dog-walking,flexible,1,0,1,0,1,1,0,0,3,3095,0.2,19,"2016-08-12 21:20:44.558037"
82467,day-care,strict,0,0,1,0,1,1,0,1,5,3095,0.2,26,"2016-08-12 21:20:44.558037"
82468,boarding,strict,1,0,1,0,1,1,1,1,2,3096,0.2,36,"2016-06-21 20:27:36.361024"
82469,dog-walking,strict,0,0,1,0,1,1,1,0,2,3096,0.2,21,"2016-06-21 20:27:36.361024"
82470,boarding,moderate,1,0,1,0,1,1,0,1,6,3097,0.15,40,"2015-11-03 18:37:55.457274"
82471,dog-walking,strict,1,0,1,0,1,0,0,0,1,3097,0.15,23,"2015-11-03 18:37:55.457274"
82472,day-care,moderate,1,0,1,1,1,1,1,1,3,3097,0.15,28,"2015-11-03 18:37:55.457274"
82473,boarding,strict,1,0,1,1,1,1,0,1,3,3098,0.2,31,"2016-07-26 05:22:19.633596"
82474,dog-walking,strict,1,0,1,0,1,1,1,1,3,3098,0.2,18,"2016-07-26 05:22:19.633596"
82475,dog-walking,moderate,1,0,1,1,0,1,0,1,2,3099,0.2,20,"2016-06-26 10:48:21.496673"
82476,day-care,strict,0,1,1,0,1,0,1,1,7,3099,0.2,26,"2016-06-26 10:48:21.496673"
82477,boarding,moderate,1,0,1,0,0,1,1,1,4,3100,0.2,32,"2017-06-22 19:28:20.721114"
82478,dog-walking,moderate,1,1,1,0,1,0,1,1,1,3100,0.2,23,"2017-06-22 19:28:20.721114"
82479,day-care,flexible,1,1,1,0,1,1,1,1,2,3100,0.2,24,"2017-06-22 19:28:20.721114"
82480,dog-walking,strict,0,0,1,0,0,1,1,1,5,3101,0.2,18,"2017-05-23 07:54:21.367166"
82481,day-care,moderate,1,0,1,0,1,1,0,0,6,3101,0.2,28,"2017-05-23 07:54:21.367166"
82482,day-care,flexible,0,0,1,0,1,1,0,1,6,3102,0.2,28,"2017-05-10 12:24:15.840493"
82483,boarding,flexible,1,0,0,1,1,1,1,1,1,3103,0.2,27,"2017-01-12 04:55:55.984110"
82484,day-care,strict,1,1,1,1,1,0,1,1,5,3103,0.2,26,"2017-01-12 04:55:55.984110"
82485,dog-walking,moderate,1,1,1,0,1,0,0,1,2,3104,0.2,23,"2017-01-26 19:55:52.013213"
82486,boarding,flexible,1,0,1,0,1,1,1,0,2,3105,0.2,38,"2017-01-17 11:31:10.948545"
82487,day-care,flexible,1,0,1,0,1,0,0,0,2,3105,0.2,30,"2017-01-17 11:31:10.948545"
82488,boarding,strict,1,0,0,1,1,0,0,1,4,3106,0.15,32,"2015-10-08 03:31:06.472879"
82489,dog-walking,moderate,1,0,1,0,1,1,0,1,5,3106,0.15,26,"2015-10-08 03:31:06.472879"
82490,day-care,strict,1,0,1,0,1,0,0,1,4,3106,0.15,28,"2015-10-08 03:31:06.472879"
82491,day-care,moderate,1,0,1,1,1,1,1,1,3,3107,0.2,29,"2017-01-18 13:54:52.329842"
82492,boarding,moderate,1,0,1,1,1,0,0,1,4,3108,0.15,37,"2016-04-10 01:20:20.106593"
82493,dog-walking,strict,0,0,1,1,1,1,0,1,7,3108,0.15,16,"2016-04-10 01:20:20.106593"
82494,day-care,flexible,1,0,1,0,1,1,1,0,4,3108,0.15,23,"2016-04-10 01:20:20.106593"
82495,boarding,flexible,1,0,1,0,1,1,0,0,3,3109,0.15,27,"2015-11-21 02:48:32.043040"
82496,day-care,moderate,1,0,1,1,1,1,1,1,5,3109,0.15,29,"2015-11-21 02:48:32.043040"
82497,day-care,strict,1,1,1,0,1,0,0,1,4,3110,0.15,32,"2016-03-08 23:27:00.594521"
82498,dog-walking,strict,1,1,1,1,1,1,0,1,5,3111,0.2,27,"2017-06-17 06:30:45.652298"
82499,day-care,strict,1,0,1,0,1,1,1,1,3,3111,0.2,22,"2017-06-17 06:30:45.652298"
82500,boarding,strict,0,0,1,0,0,1,0,1,2,3112,0.2,29,"2016-08-27 23:29:40.708202"
82501,dog-walking,flexible,1,0,1,0,1,1,1,1,3,3112,0.2,17,"2016-08-27 23:29:40.708202"
82502,day-care,strict,1,0,1,0,1,0,0,1,2,3112,0.2,26,"2016-08-27 23:29:40.708202"
82503,dog-walking,strict,1,0,1,0,0,1,0,1,2,3113,0.15,21,"2015-12-03 02:03:12.416476"
82504,day-care,flexible,1,1,1,0,1,1,1,1,3,3113,0.15,27,"2015-12-03 02:03:12.416476"
82505,boarding,moderate,1,0,1,0,1,0,0,0,4,3114,0.2,38,"2017-05-26 03:59:03.967734"
82506,dog-walking,strict,1,1,1,0,1,1,1,1,3,3114,0.2,21,"2017-05-26 03:59:03.967734"
82507,day-care,flexible,0,0,1,0,1,1,1,1,2,3114,0.2,24,"2017-05-26 03:59:03.967734"
82508,boarding,flexible,1,1,1,0,1,1,1,1,3,3115,0.2,36,"2017-01-08 11:53:35.033616"
82509,dog-walking,moderate,1,0,1,1,1,1,1,0,6,3116,0.2,25,"2017-01-13 02:31:05.725153"
82510,boarding,strict,1,1,1,0,1,1,0,1,1,3117,0.2,29,"2016-10-14 09:19:32.549138"
82511,day-care,moderate,1,1,1,0,0,1,0,1,3,3117,0.2,28,"2016-10-14 09:19:32.549138"
82512,boarding,strict,1,0,1,0,1,1,1,1,4,3118,0.2,36,"2017-07-08 23:35:54.462928"
82513,dog-walking,moderate,1,0,1,1,1,1,1,1,2,3118,0.2,21,"2017-07-08 23:35:54.462928"
82514,day-care,strict,1,0,1,1,1,0,0,1,1,3118,0.2,24,"2017-07-08 23:35:54.462928"
82515,boarding,flexible,1,0,1,1,1,1,1,1,2,3119,0.2,37,"2016-10-03 02:15:35.964067"
82516,dog-walking,strict,1,0,1,0,1,1,0,1,3,3119,0.2,20,"2016-10-03 02:15:35.964067"
82517,boarding,strict,1,0,1,0,1,1,1,1,3,3120,0.2,37,"2016-06-26 18:53:07.061744"
82518,dog-walking,flexible,0,0,1,1,0,0,1,1,5,3120,0.2,24,"2016-06-26 18:53:07.061744"
82519,day-care,moderate,1,0,1,0,1,0,1,1,3,3120,0.2,27,"2016-06-26 18:53:07.061744"
82520,boarding,strict,1,0,1,1,1,0,1,1,2,3121,0.2,40,"2017-07-05 11:39:45.140442"
82521,boarding,flexible,1,0,1,1,1,1,0,0,2,3122,0.2,32,"2017-04-27 04:10:03.352844"
82522,dog-walking,strict,0,0,1,0,1,1,0,0,7,3122,0.2,23,"2017-04-27 04:10:03.352844"
82523,day-care,moderate,1,1,1,0,1,1,1,1,3,3122,0.2,24,"2017-04-27 04:10:03.352844"
82524,day-care,strict,1,0,0,1,1,1,1,1,8,3123,0.2,27,"2017-04-11 18:56:09.390298"
82525,boarding,moderate,1,1,1,1,1,1,0,1,2,3124,0.2,39,"2017-03-28 06:27:48.137476"
82526,day-care,moderate,1,0,0,0,1,1,0,1,5,3124,0.2,21,"2017-03-28 06:27:48.137476"
82527,dog-walking,moderate,1,0,1,0,1,1,1,1,6,3125,0.2,24,"2017-04-23 05:41:25.370694"
82528,boarding,moderate,1,0,1,1,1,1,1,1,2,3126,0.2,33,"2017-05-02 09:45:44.984144"
82529,day-care,flexible,1,0,1,0,1,1,1,1,6,3126,0.2,29,"2017-05-02 09:45:44.984144"
82530,day-care,moderate,1,0,1,0,1,1,0,0,4,3127,0.2,26,"2016-09-16 19:37:47.174536"
82531,day-care,strict,1,1,1,0,1,0,0,1,5,3128,0.2,32,"2017-03-19 20:28:14.265534"
82532,boarding,moderate,1,0,1,0,1,0,1,1,3,3129,0.2,36,"2017-05-26 08:12:40.052203"
82533,dog-walking,strict,1,0,1,0,1,1,0,0,1,3129,0.2,19,"2017-05-26 08:12:40.052203"
82534,boarding,strict,1,0,1,0,1,1,0,0,2,3130,0.2,37,"2016-10-25 22:32:07.130175"
82535,dog-walking,moderate,1,0,1,0,1,1,0,1,5,3131,0.15,25,"2016-03-18 06:00:58.457650"
82536,day-care,flexible,1,0,1,1,1,1,0,1,3,3131,0.15,27,"2016-03-18 06:00:58.457650"
82537,dog-walking,flexible,1,0,1,0,1,0,1,1,2,3132,0.2,22,"2016-06-16 17:15:07.755834"
82538,boarding,strict,1,0,1,0,0,1,0,1,3,3133,0.2,29,"2016-11-22 00:43:25.466268"
82539,dog-walking,moderate,0,0,1,0,1,1,1,1,1,3133,0.2,20,"2016-11-22 00:43:25.466268"
82540,day-care,strict,1,0,1,0,1,1,1,1,2,3133,0.2,25,"2016-11-22 00:43:25.466268"
82541,day-care,flexible,1,0,1,0,1,1,0,1,3,3134,0.2,27,"2017-07-01 17:24:03.153657"
82542,boarding,moderate,0,0,0,1,1,0,1,1,2,3135,0.2,33,"2017-01-22 08:27:01.966224"
82543,day-care,moderate,1,0,1,0,1,1,0,1,1,3135,0.2,29,"2017-01-22 08:27:01.966224"
82544,boarding,strict,1,0,1,1,1,1,1,1,2,3136,0.15,36,"2016-02-13 14:17:53.173166"
82545,dog-walking,flexible,1,0,1,0,1,1,0,0,2,3136,0.15,24,"2016-02-13 14:17:53.173166"
82546,boarding,strict,1,0,1,0,1,1,1,0,5,3137,0.2,33,"2017-04-28 04:51:52.609025"
82547,dog-walking,flexible,1,0,1,0,1,0,1,1,2,3138,0.2,23,"2017-01-01 06:11:22.317325"
82548,dog-walking,moderate,1,0,1,1,1,1,1,0,6,3139,0.2,19,"2016-08-26 18:56:27.201144"
82549,day-care,moderate,1,0,1,0,1,1,1,1,2,3139,0.2,23,"2016-08-26 18:56:27.201144"
82550,boarding,strict,1,0,1,0,0,1,0,1,1,3140,0.2,30,"2016-09-19 04:31:01.083669"
82551,dog-walking,moderate,1,0,1,0,1,1,1,1,4,3140,0.2,28,"2016-09-19 04:31:01.083669"
82552,dog-walking,flexible,1,0,1,0,1,1,1,1,3,3141,0.15,19,"2015-09-01 15:24:06.924280"
82553,day-care,moderate,0,0,1,0,1,0,0,1,3,3142,0.2,23,"2017-06-14 12:05:26.682181"
82554,day-care,moderate,1,1,0,1,1,1,1,1,4,3143,0.2,30,"2017-06-11 15:58:28.908509"
82555,boarding,strict,1,0,1,0,1,1,0,0,5,3144,0.2,31,"2017-04-04 20:07:28.895185"
82556,boarding,moderate,1,0,1,1,1,1,0,0,4,3145,0.2,33,"2017-04-21 03:42:02.905982"
82557,dog-walking,moderate,1,0,1,1,1,1,0,0,3,3145,0.2,18,"2017-04-21 03:42:02.905982"
82558,day-care,flexible,1,0,1,1,1,1,0,1,4,3145,0.2,29,"2017-04-21 03:42:02.905982"
82559,boarding,strict,1,0,1,0,1,1,1,1,2,3146,0.2,29,"2017-01-15 11:22:25.241542"
82560,day-care,flexible,1,0,1,1,1,0,1,1,1,3146,0.2,32,"2017-01-15 11:22:25.241542"
82561,boarding,moderate,1,0,1,0,1,1,1,1,2,3147,0.2,39,"2017-05-07 18:29:25.376994"
82562,boarding,moderate,1,0,1,0,1,1,0,0,5,3148,0.2,30,"2016-12-07 12:17:11.850261"
82563,day-care,flexible,1,1,1,0,1,0,0,0,5,3149,0.15,29,"2016-04-07 22:08:10.539600"
82564,boarding,strict,1,0,1,1,1,1,1,1,1,3150,0.2,39,"2017-06-30 03:52:05.532050"
82565,dog-walking,flexible,1,0,1,0,1,1,1,1,3,3150,0.2,21,"2017-06-30 03:52:05.532050"
82566,boarding,flexible,1,0,1,0,1,1,1,1,4,3151,0.2,30,"2016-08-08 20:02:28.750017"
82567,day-care,moderate,1,0,1,1,1,1,0,1,1,3151,0.2,27,"2016-08-08 20:02:28.750017"
82568,boarding,strict,1,0,1,1,1,1,0,0,5,3152,0.2,28,"2017-03-05 11:25:04.852194"
82569,dog-walking,strict,1,0,1,1,1,0,0,1,3,3152,0.2,24,"2017-03-05 11:25:04.852194"
82570,day-care,flexible,1,1,1,0,1,1,0,1,5,3153,0.2,24,"2017-06-01 20:26:30.357577"
82571,day-care,flexible,1,0,1,0,1,0,0,1,4,3154,0.2,27,"2016-11-15 23:16:35.672684"
